0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2.119768081500276,2.198844944835472,2.2347396522453864,2.2667755117802955,2.300919208728234,2.3385561650928506,2.38349196424413,2.4156498758802893,2.441722188074363,2.455358123450573,2.44617799389938,2.4140491955728103,2.3610230099060945,2.2706432536815955,2.162225260178336,2.056198281391662,1.9519057715334585,1.8325456377304,1.7366931107474053,1.6783854133534817,1.6501455407524437,1.6466876419471532,1.6577559498018637,1.6636076212376008
1.2769425548630415,0.9110113361983876,0.7718502257643314,0.656629155858347,0.5405762522080803,0.4181252140878317,0.2755870572023323,0.1725755493630919,0.083177129804149,0.0211461369075907,0.0006826512481713,0.028736143123421,0.0861241367700401,0.1781863986963553,0.271184699552259,0.3438607178645825,0.4002482495031663,0.451518320461154,0.4867507306145971,0.5064009533946807,0.5139435754492149,0.5095873053637019,0.4969268369161763,0.4845996961446052
1.1722173503662288,0.7929571191497251,0.655786997352976,0.5468352153763111,0.4435806301998739,0.3457693963007274,0.2559374222670043,0.2176079065581196,0.2156001268401966,0.2521822076352941,0.3301575466097206,0.4006449493583072,0.4587363209071248,0.5008657950598703,0.5089899561411904,0.4985609456629243,0.4842859655125359,0.4713269473024024,0.4659723737921371,0.4653884337690088,0.4661012149544469,0.4666656503430215,0.4667050138576844,0.4666684593466727
1.2120662339324482,0.8366168934105678,0.6977758040951595,0.5852544086191435,0.475309324436874,0.3652485436178922,0.2507760839857922,0.184727428632145,0.1496728488138206,0.1555919404321211,0.2130457107210511,0.284830523517399,0.3600266288972357,0.4394210301380833,0.4889793938900074,0.5072471171331155,0.5076147683237336,0.4962932244595285,0.4820385566445108,0.4717477103090229,0.4663369316517685,0.4651551993672166,0.466180326190499,0.4667029091076711
1.2664184864335344,0.8975257286534631,0.7574513213346674,0.6414695888828541,0.5245595808157928,0.4009514154763861,0.2563211411230286,0.1506944074499822,0.0572140667439769,-0.0107013349939856,-0.0396988326622899,-0.0183818437678388,0.0335912536970054,0.1206999744816738,0.2100140425887753,0.2801464738445158,0.3354426306725059,0.3891663042886877,0.4327046746540066,0.4654645876990277,0.4904967173486032,0.5109703407837775,0.520099848317479,0.5189207051740643
1.335681155577336,0.9798630507016196,0.8417227611275213,0.7259048822608104,0.6074175579471289,0.47925631149834,0.3223961872005881,0.1980442804395454,0.0710960191827633,-0.0526650631224749,-0.1811605629427136,-0.2593920976916676,-0.304872931840725,-0.316159256020089,-0.2905338443367079,-0.2551004338164855,-0.2246071109456667,-0.2027328020466824,-0.1956521107989142,-0.1936430632921594,-0.1905319485139144,-0.1843419422335613,-0.1771748828217235,-0.1701709738377565
2.1098847921881334,2.1892860315330047,2.2252151994672698,2.257197396848264,2.2911684794294365,2.328424278268691,2.3724898594984825,2.4035087856937927,2.427857160771522,2.4391009876903635,2.42643486796306,2.3913737123764056,2.335849858560047,2.243426880408521,2.134565833307444,2.0298916659310846,1.9290637366042624,1.817895304366684,1.7351112944420026,1.6917482642637565,1.6779043339108872,1.6864224356465576,1.6999263541542886,1.7014056962532056
2.1059976170268,2.178141067842555,2.210141891056791,2.238102050016889,2.267048835166718,2.297506747870341,2.330658138732272,2.350358612737313,2.360082741558512,2.3534894076619324,2.317608512657757,2.2645307457909327,2.194117510624708,2.088553003386353,1.972771024545248,1.866982099393689,1.7698782159215776,1.6700407656664082,1.6041615807620275,1.5759776952224314,1.5703561458225488,1.5742418094857582,1.5712012790194525,1.558613727271214
2.131742936700459,2.219719212166868,2.260485568277419,2.2975555252075046,2.3380643577387747,2.3844749993078524,2.4439765037359216,2.492004606083928,2.539991510769139,2.5829872699420493,2.6175501492817097,2.6250686175950726,2.6100485508182016,2.559600308073671,2.479056529430954,2.3871993926922825,2.286684427088216,2.157472361775102,2.0339846537820354,1.9348114733281407,1.856113432078076,1.791705126908001,1.765774076457391,1.7700755315620915
2.1526996533818537,2.223822430169653,2.2559157201530957,2.2843777859873304,2.3144323483100364,2.347051403608381,2.384790125222757,2.410201125827827,2.4282000927425123,2.4325533707895386,2.411754388548219,2.370725963506834,2.3102468085455614,2.2128399643620527,2.099620386510791,1.9905600060472624,1.88394740009394,1.7619198794761728,1.6630130438380095,1.601253660011963,1.5688920413580394,1.559311110522095,1.5633823007944254,1.5632330435209243
2.1641480592238844,2.262622805231712,2.309084690411798,2.351994288666136,2.399829570532684,2.4562758504157984,2.5324555283356056,2.5989810641227216,2.6736196490305546,2.755391876105723,2.857382370163066,2.940986014532451,3.020253781181216,3.109351777654881,3.180605246778242,3.2230850754986147,3.239088032645393,3.2210893456673864,3.167068697042049,3.0972675598660424,3.0197010658470376,2.9231195762656776,2.832937569451347,2.75480115029215
