,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
model01_0,1.5954242087197859,1.5954242087197859,1.5954242087197859,1.5954242087197859,1.5954242087197859,1.6457502532827348,1.6457502532827348,1.6457502532827348,1.6457502532827348,1.6457502532827348,1.6457502532827348,1.6457502532827348,1.6457502532827348,1.721243663071977,1.7967327299164002,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.8803083600138621,2.4234196673027926,3.376635253852964,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4426871016056295,3.43954280955665,3.435295409523636,3.427126330319036,3.4179757455853346,3.406675403166212,3.400000296979359,3.400000296979359,3.400000296979359,3.400000296979359,3.400000296979359,3.400000296979359,3.400000296979359,2.015565033457811,2.015565033457811,2.015565033457811
model01_1,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.4906311620957417,0.4906311620957417,0.4906311620957417,0.4906311620957417,0.4906311620957417,0.4379078119926869,0.4858408939603488,0.4858408939603488,0.25577339217210115,-0.04618721815041085,-0.12287580635385084,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.14923748140537826,0.5193901426873749,1.1352935480881097,1.4013076041434895,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.67930384495458,1.838672548033797,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,2.1574056112474125,3.425562870184184,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,2.0000433486745886,2.0000433486745886,2.0000433486745886
model01_2,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.5265777163628739,0.31089317922629806,0.24379077312190853,-0.12287580635385084,-0.2235291983631942,-0.2235291983631942,0.07363853805703344,1.0450254400245187,1.461218527922043,1.5450981641568373,1.5450981641568373,1.6513439662096487,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,2.878868633419552,3.42832064014427,3.407187870654858,3.400000296979359,3.400000296979359,3.400000296979359,3.400000296979359,3.400000296979359,3.400000296979359,3.390415417763754,3.390415417763754,2.0001866658536165,2.0001866658536165,2.0001866658536165
model01_3,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.48464224119029586,0.4630708342741613,0.4594792189088214,0.004738543662598213,-0.09052303892446811,-0.18578423064650065,-0.2235291983631942,-0.2235291983631942,0.05506550024395901,0.9519604754974709,1.3914230617353716,1.5331159794011264,1.5450981641568373,1.5450981641568373,1.6960762978456836,1.838672548033797,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,2.5516320842502704,3.400000296979359,3.400000296979359,3.400000296979359,3.400000296979359,3.400000296979359,3.3839314011489385,3.3574611524769353,3.356861826091909,3.356861826091909,3.356861826091909,3.356861826091909,2.000399470149749,2.000399470149749,2.000399470149749
model01_4,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.46666679258432026,0.5385642440634035,0.5385642440634035,0.5385642440634035,0.562528613574825,0.562528613574825,0.3084967422751559,0.03050110947634007,0.03050110947634007,0.07843141195931774,-0.022222240626714747,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.0006535958234851321,0.6679753137809346,1.2095839621624798,1.4492363431663324,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.7464066853534514,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,2.0411753790556455,3.2705892272618278,3.400000296979359,3.400000296979359,3.400000296979359,3.400000296979359,3.400000296979359,3.3955270638157553,3.3579909917448574,3.356861826091909,3.356861826091909,3.356861826091909,3.356861826091909,3.356861826091909,2.001016168314052,2.001016168314052,2.001016168314052
model01_5,-0.12287580635385084,-0.12287580635385084,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,-0.2235291983631942,0.07363853805703344,0.8165561419296751,1.1137264841167942,1.4013076041434895,1.5211337946454158,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.7464066853534514,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,2.5310942982010656,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4409586095676543,3.4163775418919307,3.400000296979359,3.400000296979359,3.400000296979359,3.400000296979359,3.390654279728801,3.3588248371501117,3.356861826091909,3.356861826091909,2.003048666489359,2.003048666489359,2.003048666489359
model01_6,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.6205872310012603,1.6205872310012603,1.6205872310012603,1.721243663071977,1.721243663071977,1.7464066853534514,1.7967327299164002,1.7967327299164002,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,2.8032666500098338,3.48627289580944,3.48627289580944,3.48627289580944,3.48627289580944,3.48627289580944,3.48627289580944,3.476840019662501,3.4440377574443484,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.425376123556966,3.400000296979359,3.400000296979359,3.400000296979359,3.400000296979359,3.400000296979359,2.0049595622097334,2.0049595622097334,2.0049595622097334
model01_7,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5954242087197859,1.5954242087197859,1.721243663071977,1.821895752197875,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,2.530065020278955,3.48627289580944,3.485673569424413,3.4812437657090003,3.4718934055136232,3.453922299852467,3.4435860911831693,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4300274174581493,3.400000296979359,3.400000296979359,3.400000296979359,3.400000296979359,3.400000296979359,2.0092156481323853,2.0092156481323853,2.0092156481323853
model01_8,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,2.2328990210366553,3.072876664375373,3.3964043386691998,3.3964043386691998,3.3964043386691998,3.3928083803590408,3.3928083803590408,3.3928083803590408,3.3928083803590408,3.389933350888841,3.389216764993701,3.3861332741721877,3.385620806683542,3.383822827528463,3.380426644679979,3.3784332330080433,3.3741814900302103,3.3709416531952123,3.365334911433841,3.362373023067261,3.358342770275199,3.356861826091909,3.356861826091909,3.356861826091909,3.356861826091909,3.356861826091909,2.0176800475846797,2.0176800475846797,2.0176800475846797
model01_9,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.5450981641568373,1.67930384495458,1.7464066853534514,1.7799559340804774,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,1.847058774479349,2.802467548163132,3.4575182581626254,3.4575182581626254,3.4575182581626254,3.4575182581626254,3.4575182581626254,3.4575182581626254,3.4575182581626254,3.4575182581626254,3.4575182581626254,3.4575182581626254,3.4575182581626254,3.4575182581626254,3.4575182581626254,3.4575182581626254,3.454960263664215,3.4515944814294652,3.4479290360022015,3.443377629831856,3.4431387678668086,3.4431387678668086,3.4431387678668086,2.0586817896211658,2.0586817896211658,2.0586817896211658
model01_10,1.760786175649268,1.760786175649268,1.847058774479349,1.847058774479349,1.847058774479349,2.192157855689311,2.192157855689311,2.192157855689311,2.192157855689311,2.192157855689311,3.0549012157693967,3.227450756374378,3.227450756374378,3.404794908059571,3.404794908059571,3.404794908059571,3.404794908059571,3.404794908059571,3.404794908059571,3.404794908059571,3.404794908059571,3.404794908059571,3.404794908059571,3.404794908059571,3.404794908059571,3.404794908059571,3.409585176194964,3.409585176194964,3.409585176194964,3.409585176194964,3.4119824817350697,3.416295025940369,3.4191700554105684,3.4191700554105684,3.4212242683099707,3.42396466649078,3.4263619720308864,3.4305572567260714,3.433549545706385,3.437036930396068,3.4383441567865973,3.439942360480001,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,3.4431387678668086,2.038421952040379,2.038421952040379,2.038421952040379
