,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
modelval02_0,51.826549377449325,55.79655763237077,57.3301771709837,58.57135675697749,59.766447699894954,60.93038437741072,62.088882856933196,62.71467546769922,62.97941938667179,62.71311777170367,61.495480421687446,59.67445855548875,57.15009029532193,53.15444298798075,48.62831142322004,44.584417696632684,41.16824732491723,38.17156711560851,36.569737876595745,35.86688235281828,35.322566549652024,34.35722004446438,33.06763579475832,31.82036442806664
modelval02_1,51.087595918171544,54.264616057398406,55.34939030039639,56.129280892102145,56.753630159298105,57.1624970897663,57.15306045372524,56.61350010001493,55.41141468431109,53.36688910849903,49.77556750303929,46.034719528021284,41.919315278154336,36.7515842655149,32.18428778991412,28.95552034474991,26.760308761572322,25.22843933236445,24.568862899182154,24.334359102416403,24.323897416896305,24.772560108445433,25.961790476518345,27.742754188924444
modelval02_2,51.77009044266515,55.670269257725295,57.1639184990653,58.36438160882738,59.50992300274682,60.6099885480448,61.67371916653264,62.209887174424935,62.368957525145696,61.98627062960003,60.640182792484474,58.75569271655602,56.249130021533794,52.462419513295316,48.42814271332998,45.09223191467714,42.553441938295244,40.70706649493844,40.06649524521124,39.94518213961157,39.750502347642275,39.13101385226216,38.23072992636901,37.31765649039646
modelval02_3,51.8585957700012,55.83235721053255,57.36341446046078,58.60042000144893,59.789295536410236,60.944456084112424,62.090091994016426,62.705377067597084,62.961649580994454,62.69438170435764,61.49883055832945,59.730930045780894,57.309152911335936,53.54249570806218,49.389301528400225,45.8176558646835,42.96692148835309,40.730967142827375,39.82877624699826,39.62880279094027,39.458283811530656,38.881039991590676,37.96403436442562,37.00893620574444
modelval02_4,51.920635435870366,55.94663229545996,57.504399707611576,58.767572431733164,59.98755779839513,61.18237680130159,62.38716469765326,63.05980859493705,63.386886001264514,63.2042944398915,62.120612808112156,60.44127822258337,58.086551141779026,54.341503656482,50.1028320325959,46.3471391229359,43.23868070873734,40.65578780498916,39.485087713062576,39.16335342716619,38.96587284776209,38.3850551049044,37.422512961954766,36.4017239824972
modelval02_5,51.9664698812797,56.03797451565151,57.6206905524964,58.90912391493992,60.15999065524477,61.39525007738915,62.66212480856485,63.39664743172039,63.80217813972748,63.71656783978481,62.76792767584028,61.205302003311054,58.95521268448251,55.292532866289854,51.039858101057845,47.16538983318405,43.85461707923192,40.9738466617236,39.564125537428126,39.14387466259698,38.95580424170192,38.44511861610791,37.526519197031725,36.51797343731134
modelval02_6,51.97941254181258,56.066463069221115,57.65822834654925,58.95605141828401,60.218614321146404,61.46944085550236,62.76058209844337,63.51959203768901,63.95649525650133,63.91011903144182,63.01704821361208,61.50372156838544,59.29978626470615,55.67829960203575,51.431001883418,47.519499590160315,44.13597860403215,41.13979669142145,39.62861546561146,39.15501102588209,38.95013467608792,38.433554167662344,37.487217072092584,36.4309833915244
modelval02_7,51.93269606422954,55.9917697222247,57.5717399693915,58.85911885429433,60.1103108994446,61.347795756888004,62.62054960262082,63.36272485519744,63.77953041700935,63.709511647021266,62.78508902131825,61.246157854733575,59.02123735657425,55.38817856096114,51.15622424437723,47.28682954425743,43.96580195543994,41.054330243681285,39.60308745017222,39.14332786498673,38.91742773439044,38.358875260579175,37.38931505988578,36.33712717507131
modelval02_8,51.65086990259028,55.43318071737297,56.85941575073852,57.98907987044862,59.044411979613024,60.020198840914006,60.87976854036539,61.1967111209761,61.05531084897549,60.264617364725275,58.27016238407813,55.71538752692213,52.43311643284719,47.55879838713275,42.361275685165836,37.93948500550783,34.31665387481573,31.12595418315338,29.235812731253393,28.161011450921155,27.237737227904987,25.978660318853823,24.732136854198203,23.839279148654498
modelval02_9,51.16525235634506,54.564773042224324,55.79839299191187,56.73949347644813,57.569613186925004,58.25533180810734,58.67414137642659,58.553352153611954,57.85711392071528,56.38118447798673,53.438152633609505,50.0718072295768,46.059669815128316,40.533674299700664,35.08634097884663,30.76143793953184,27.418428800825332,24.656596777128275,23.21005820218622,22.628109432119324,22.4109665283046,22.48983898661586,23.138778280150856,24.425880432278685
