,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
model07_0,49.49392221518228,50.936935037603504,51.053360252531085,50.85518708027319,50.299397812422406,49.20748378868005,47.03555200190537,44.557152461760104,41.25889582264411,37.22781223145211,32.007930063183416,27.935735222426093,24.519420162342993,21.484731091337785,20.024253668458478,20.108693510547297,21.445589100659422,24.55149219081967,28.565664242890975,32.17864056417825,35.0911986985908,37.629506174529254,39.49962208926855,41.20253268905669
model07_1,51.67389979245909,55.28034598329228,56.56597497655989,57.53191156122214,58.36476116647792,59.02077462332193,59.342906625109016,59.08255910304902,58.16433980608478,56.35952671564817,52.87278407547251,48.9519249403131,44.337564157785465,38.07771318541619,32.02448269023124,27.321960887378097,23.800172696008975,21.16388721001056,20.426976033300843,21.22019815520596,23.11437180722345,26.556796407772804,30.679567021412772,34.607049314215146
model07_2,51.650512706586575,55.24497046203771,56.52652215778301,57.4895458843119,58.32012123384385,58.9748329525984,59.29783346966322,59.04111357829368,58.130820485923756,56.340433833352726,52.88215871277739,48.99501827845605,44.42236391223935,38.22187610184658,32.229262743539415,27.577989128320144,24.10028437550461,21.50413307052755,20.774624228549396,21.52092297719342,23.297481765351495,26.50712028704302,30.38861861376727,34.17690850466912
model07_3,51.56634572634327,55.069466014757126,56.29896832259692,57.20829885136949,57.972226491556526,58.53852703857457,58.72460791150609,58.33162490258924,57.251384820165285,55.259611190945634,51.547880503161835,47.48127390521152,42.79964899550753,36.60565588488193,30.785608680964938,26.398619706350384,23.234058698947226,21.0502945126602,20.730512919332263,21.838965922336634,23.952974539855912,27.51927396321372,31.608175422225845,35.35810496904209
model07_4,51.57277752529738,55.07927872711772,56.309961447583355,57.2201571379353,57.98479150836427,58.5515585041778,58.73756864979307,58.34375915104373,57.26157194355249,55.266174740654805,51.54731893724602,47.47248446737812,42.78112209847511,36.57432067940534,30.742862678991756,26.34807454184273,23.17884810406475,20.994299436315927,20.6810508409688,21.80322928688756,23.936299844161113,27.523463836665734,31.617663531597852,35.362095624540615
model07_5,50.11619307395524,52.091680477096794,52.47305509959953,52.525210603124485,52.25129337837377,51.48807655094223,49.730200633496146,47.55503076002346,44.489674777871045,40.53354113508661,35.0893876736532,30.56452116509231,26.513606185051465,22.529289162715255,20.038052435373142,19.170103611310413,19.612361468959726,21.83151561227297,25.521310528954526,29.560980596497707,33.505097223557826,37.63585356302015,40.821323075425084,43.34547528437242
model07_6,51.121797311697165,54.16961491948567,55.146640287929436,55.799570172020374,56.25027127191677,56.40902927345577,55.98153389638174,55.00028689351707,53.222077727453026,50.466882970476036,45.937965698444124,41.4776898093699,36.822829325428806,31.35356635997467,26.951678914423596,24.279576486416303,23.0493910485896,23.470713927647815,25.83008847917681,29.224481614749635,33.120428742288354,37.69768804311745,41.0492149749587,42.68117544518168
model07_7,50.93443967390863,53.810213507347434,54.69612378403556,55.25864525217077,55.60124126993975,55.62262277842815,54.99465872074573,53.8284525725151,51.841207252404665,48.873969743731884,44.14981374944952,39.63050335323897,35.036338761131496,29.79846651162367,25.740615550597553,23.41587600718687,22.51601516879972,23.28461096962593,25.85970561430691,29.268543203764484,32.96367695737002,37.02940440150566,39.755126741425215,40.92291760423247
model07_8,46.65123649101981,45.54414747185735,44.41571589448972,43.078925244655665,41.30314461825475,38.899324770868084,35.30982337310241,32.050575816137744,28.48687127110552,24.939096824098613,21.34304545014789,19.267590328307218,18.16857879043521,18.229650124452228,19.904453631340534,22.748279858711808,26.539718919446237,31.94816974963318,37.155057138563805,41.21379031061989,44.655601594494826,48.548308077802744,52.159271111765186,55.11193581029014
model07_9,48.45424832397306,49.131975782266665,48.90231448391481,48.39707910831762,47.5191753183802,46.0863333483437,43.55253334667492,40.88628340078854,37.559989787175645,33.75329389011257,29.196478715011505,25.959894783012288,23.559821753274235,21.970269344490585,22.086506125227686,23.660208357134984,26.405008831661355,30.893032387578188,35.558577661139964,39.17854877158458,41.97336286143936,44.78935195073736,47.38842225674957,49.562954418676824
